Name,Web Address,Sales Rep,Vertical,Billing City,Billing State/Province,Annual Revenue,NAICS
Tree Products Hardwoods Inc.,http://www.treeproductshardwood.com,"Uritis, Peter",Retail,Eugene,OR,$5M to $10M,"423310 Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
Treeforms Of Alaska Amish Furn,http://www.treeforms.net,"Dambrosio, Thomas",Retail,Anchorage,AK,$5M to $10M,449110 Furniture Retailers
Trendler,http://www.trendler.com,"Dambrosio, Thomas",Retail,Chicago,IL,$10M to $20M,337121 Upholstered Household Furniture Manufacturing
"Tres Enterprises, Inc. DBA Rancho Markets",http://www.ranchomarkets.com,"Dynek, Christopher",Retail,,UT,$20M to $30M,445299 All Other Specialty Food Stores
Tri-Iso Inc,http://www.tri-iso.com,"Corbett, Danielle",Manufacturing,Claremont,CA,$5M to $10M,424690 Other Chemical and Allied Products Merchant Wholesalers
Triangle Package Machinery Co.,http://www.trianglepackage.com,"Dynek, Christopher",Manufacturing,Chicago,IL,$30M to $50M,333993 Packaging Machinery Manufacturing
"Trim-Tex, Inc.",http://trim-tex.com,"Dynek, Christopher",Manufacturing,Lincolnwood,IL,$20M to $30M,327420 Gypsum Product Manufacturing
Trimas Corporation : TriMas Aerospace,http://trsaero.com,"Corbett, Danielle",Manufacturing,Commerce,CA,$30M to $50M,"332722 Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
Trinity Logistics Corporation,http://www.trinitylogisticsgroup.com,"Dynek, Christopher",Retail,Bettendorf,IA,$30M to $50M,423710 Hardware Merchant Wholesalers
Trixxi Clothing,http://trixxi.com,"Corbett, Danielle","Apparel, Footwear & Accessories",Commerce,CA,$10M to $20M,315990 Apparel Accessories and Other Apparel Manufacturing
"Tro Manufacturing Company, Inc.",http://www.tromfg.com,"Dambrosio, Thomas",Manufacturing,Franklin Park,IL,$10M to $20M,336370 Motor Vehicle Metal Stamping
Trotman Auto Group,http://trotmanautogroup.com,"Dynek, Christopher",Retail,Surrey,BC,$30M to $50M,441120 Used Car Dealers
Troy Products,http://www.troyproducts.com,"Corbett, Danielle",Manufacturing,Montebello,CA,$5M to $10M,332510 Hardware Manufacturing
Tru Earth Environmental Products Inc,http://www.tru.earth,"Traywick, Reginald",Manufacturing,Port Moody,BC,$10M to $20M,325611 Soap and Other Detergent Manufacturing
Truck Center Companies,http://www.truckcentercompanies.com,"Zapalac, Ross",Retail,Bluffs,IA,$50M to $100M,441110 New Car Dealers
True Angle Medical Technologies,http://trueanglemedical.com,"O'Neill, Brian",Manufacturing,Edmonton,AB,$2M to $5M,339112 Surgical and Medical Instrument Manufacturing
"True Leaf Farms, LLC",http://www.trueleaffarms.com,"Uritis, Peter",Manufacturing,Salinas,CA,$5M to $10M,311423 Dried and Dehydrated Food Manufacturing
TruSens,http://www.trusens.com,"Dynek, Christopher",Manufacturing,Lake Zurich,IL,$100M to $150M,333413 Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
Truss Components of Washington Inc,http://www.trusscomponents.com,"Dambrosio, Thomas",Manufacturing,Tumwater,WA,$10M to $20M,321215 Engineered Wood Member Manufacturing
"Truxedo, Inc.",http://truxedo.com,"Zapalac, Ross",Manufacturing,Yankton,SD,$20M to $30M,336211 Motor Vehicle Body Manufacturing
"Tsurumi (America), Inc.",http://tsurumipumpstore.com,"Zapalac, Ross",Manufacturing,Glendale Heights,IL,$20M to $30M,"333914 Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
TTS Granite,http://www.ttsgranite.com,"O'Neill, Brian",Manufacturing,Steger,IL,$5M to $10M,238350 Finish Carpentry Contractors
"Turf Equipment & Irrigation, Inc",http://www.turfequip.com,"Corbett, Danielle",Manufacturing,,UT,$4 Billion+,423820 Farm and Garden Machinery and Equipment Merchant Wholesalers
Turner's Outdoorsman,https://www.turners.com/,"Zapalac, Ross",Retail,Chino,CA,$1M to $2M,541850 Indoor and Outdoor Display Advertising
TwinMOS Technologies,http://www.twinmos.com,"Uritis, Peter",Manufacturing,Fremont,CA,$10M to $20M,334413 Semiconductor and Related Device Manufacturing
Twintech Industry,http://www.twintechpromo.com,"Dambrosio, Thomas",Manufacturing,Cerritos,CA,$5M to $10M,541890 Other Services Related to Advertising
TWM WHOLESALE LLC,http://www.twmwholesale.net,"Dambrosio, Thomas",Retail,Stockton,CA,$5M to $10M,423130 Tire and Tube Merchant Wholesalers
Typenex Medical,http://www.typenex.com,"O'Neill, Brian",Manufacturing,Chicago,IL,$5M to $10M,339113 Surgical Appliance and Supplies Manufacturing
TYR Tactical,https://www.tyrtactical.com/,"Zapalac, Ross",Manufacturing,Peoria,AZ,$30M to $50M,928110 National Security
"U-Mark, Inc.",http://www.umarkers.com,"Dambrosio, Thomas",Manufacturing,Belleville,IL,$5M to $10M,561910 Packaging and Labeling Services
"U.S. Pole Company, Inc.",http://www.usaltg.com,"Zapalac, Ross",Manufacturing,Palmdale,CA,$20M to $30M,"335122 Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing"
Uesco Industries Inc,http://www.uescocranes.com,"Uritis, Peter",Manufacturing,ALSIP,IL,$5M to $10M,"333923 Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
Ultimate Creations Inc/InfiniteAloe,https://www.infinitealoe.com/,"Dambrosio, Thomas",Health & Beauty,Los Angeles,CA,$20M to $30M,325620 Toilet Preparation Manufacturing
Ultra Wine Racks,http://www.ultrawineracks.com,"Uritis, Peter",Manufacturing,Stockton,CA,$10M to $20M,337122 Nonupholstered Wood Household Furniture Manufacturing
"Unconventional, Inc.",http://www.unconv.ai,"Zapalac, Ross",Software,San Diego,CA,$2M to $5M,
Underwood Ammo,http://www.underwoodammo.com,"Dambrosio, Thomas",Manufacturing,Sparta,IL,$5M to $10M,332992 Small Arms Ammunition Manufacturing
Uni Filter,http://www.unifilter.com,"Corbett, Danielle",Retail,Fullerton,CA,$5M to $10M,333413 Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
UniSyn Technologies,http://www.unisyntechnologies.com,"Corbett, Danielle",Retail,,IL,$5M to $10M,541618 Other Management Consulting Services
Unit Solutions Inc.,http://www.unitsolutions.com,"O'Neill, Brian",Retail,Culver City,CA,$5M to $10M,423490 Other Professional Equipment and Supplies Merchant Wholesalers
UNITE Hair,https://unitehair.com/,"O'Neill, Brian",Health & Beauty,Carlsbad,CA,$50M to $100M,812112 Beauty Salons
United Engine & Machine Company,http://www.uempistons.com,"Dambrosio, Thomas",Manufacturing,Carson City,NV,$10M to $20M,336310 Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
"United Equipment Accessories, Inc.",http://www.uea-inc.com,"Dambrosio, Thomas",Manufacturing,Waverly,IA,$10M to $20M,336310 Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
United Fire Equipment,https://www.unitedfire.net/,"Traywick, Reginald",Retail,Tucson,AZ,$20M to $30M,922160 Fire Protection
"United Instruments , Inc.",http://www.unitedinst.com,"Traywick, Reginald",Manufacturing,Wichita,KS,$1M to $2M,"334511 Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
United Salad Co.,http://www.unitedsalad.com/,"Zapalac, Ross",Retail,Portland,OR,$30M to $50M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
"United Technologies Corp. : United Technologies Corp. : Haskel International, Inc.",http://www.haskel.com,"Dynek, Christopher",Manufacturing,Burbank,CA,$50M to $100M,333996 Fluid Power Pump and Motor Manufacturing
United Western Industries Inc,http://www.uwi.us,"Dambrosio, Thomas",Manufacturing,Fresno,CA,$5M to $10M,"332119 Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
Universal Furniture,http://www.universalfurniture.com,"Uritis, Peter",Manufacturing,Studio City,CA,$10M to $20M,423210 Furniture Merchant Wholesalers
Universal Tank & Fabrication,http://universaltank.com,"Corbett, Danielle",Manufacturing,Dubuque,IA,$5M to $10M,332420 Metal Tank (Heavy Gauge) Manufacturing
"University Frames, Inc.",http://universityframes.com,"Traywick, Reginald",Retail,ANAHEIM,CA,$10M to $20M,339999 All Other Miscellaneous Manufacturing
"Unix Packaging, LLC",http://www.unixpackaging.com,"Dynek, Christopher",Food & Beverage,Montebello,CA,$30M to $50M,312111 Soft Drink Manufacturing
"Unix Packaging, LLC : Recurring Items : Suites : NetSuite SuiteSuccess Food & Beverage Prm Cloud Service",,"Dynek, Christopher",,,,,
"Unix Packaging, LLC : Unix Packaging, LLC - Customer Learning Cloud Support Company Pass - Premium",,"Dynek, Christopher",,,,,
"Unix Packaging, LLC : Unix Packaging, LLC - Tailored Training Events Pack-Premium",,"Dynek, Christopher",,,,,
"Unix Packaging, LLC : Unix Packaging, LLC | FB Premium",,"Dynek, Christopher",,,,,
"Unix Packaging, LLC : Unix Packaging, LLC | NSPB",,"Dynek, Christopher",,,,,
"Unix Packaging, LLC : Unix Packaging, LLC | SS NSAW",,"Dynek, Christopher",,,,,
UPG Enterprises LLC,http://www.upgllc.com,"Uritis, Peter",Manufacturing,Oak Brook,IL,$5M to $10M,"333923 Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
Urban Barn,http://www.urbanbarn.com,"Zapalac, Ross",Retail,Burnaby V5J 5E2,BC,$100M to $150M,449110 Furniture Retailers
Urban Farmer,http://www.urbanfarmer.net,"Dynek, Christopher",Food & Beverage,Manteno,IL,$50M to $100M,311423 Dried and Dehydrated Food Manufacturing
UreSil,http://www.uresil.com,"Dambrosio, Thomas",Manufacturing,Skokie,IL,$5M to $10M,339112 Surgical and Medical Instrument Manufacturing
US Digital Media,http://www.usdigitalmedia.com,"Uritis, Peter",Manufacturing,Phoenix,AZ,$5M to $10M,335312 Motor and Generator Manufacturing
US Medical Glove,http://www.usmg.us,"Dynek, Christopher","Apparel, Footwear & Accessories",Montgomery,IL,$50M to $100M,315990 Apparel Accessories and Other Apparel Manufacturing
US Orthodontic Products,http://www.usortho.com,"O'Neill, Brian",Manufacturing,Norwalk,CA,$5M to $10M,339116 Dental Laboratories
US Pharmatech Inc.,http://www.uspharmatech.com,"O'Neill, Brian",Retail,"Torrance,",CA,$5M to $10M,424210 Drugs and Druggists' Sundries Merchant Wholesalers
"US Seal International, Inc.",https://www.forconstructionpros.com/home/company/10075081/us-seal-international-inc,"Traywick, Reginald",Manufacturing,Buffalo,WY,$5M to $10M,423810 Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
USA Containers,http://www.usacontainers.co,"Zapalac, Ross",Retail,,UT,$50M to $100M,424130 Industrial and Personal Service Paper Merchant Wholesalers
Utility Concrete Products LLC,http://www.utilityconcrete.com,"Traywick, Reginald",Manufacturing,Morris,IL,$10M to $20M,327390 Other Concrete Product Manufacturing
V&V Supremo Foods Inc,http://www.vvsupremo.com,"Zapalac, Ross",Food & Beverage,Chicago,IL,$50M to $100M,311999 All Other Miscellaneous Food Manufacturing
Valcare Inc.,http://www.valcaremedical.com,"Dambrosio, Thomas",Manufacturing,Irvine,CA,$5M to $10M,339112 Surgical and Medical Instrument Manufacturing
Valet Custom Cabinets & Closets,http://www.valetcustom.com,"Dambrosio, Thomas",Retail,Campbell,CA,$5M to $10M,337110 Wood Kitchen Cabinet and Countertop Manufacturing
Valley Box Co,http://valleybox.com,"Zapalac, Ross",Retail,Santee,CA,$50M to $100M,488991 Packing and Crating
"Valley Fastener Group, LLC",http://www.valleyfastener.com,"Zapalac, Ross",Manufacturing,Aurora,IL,$20M to $30M,"332722 Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
Valley Services Electronics,http://www.vse.com,"Dynek, Christopher",Manufacturing,San Jose,CA,$20M to $30M,541512 Computer Systems Design Services
Valley Tool Manufacturing Inc,http://www.valleytoolmfg.com,"O'Neill, Brian",Manufacturing,Hughson,CA,$10M to $20M,333112 Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
Valley Wide Cooperative Inc.,http://www.valleywidecoop.com/,"Uritis, Peter",Retail,Jerome,ID,$30M to $50M,454310 Fuel Dealers
Valley Wine Warehouse,http://www.valleywinewarehouse.com,"O'Neill, Brian",Retail,American Canyon,CA,$5M to $10M,"445320 Beer, Wine, and Liquor Retailers"
Valor LLC,http://11236904ValorLLC.com,"Corbett, Danielle",General Business,Phoenix,AZ,$200M to $250M,561499 All Other Business Support Services
Van Diest Supply Company,http://www.vdsc.com,"O'Neill, Brian",Manufacturing,Webster City,IA,$300M to $400M,325110 Petrochemical Manufacturing
VanAm Tool and Engineering,http://www.vanam-tool.com/,"Uritis, Peter",Manufacturing,St. Joseph,MO,$10M to $20M,"333514 Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
"Vanguard Industries, Inc.",http://www.vanguardmil.com,"Zapalac, Ross","Apparel, Footwear & Accessories",Sunny Vista,CA,$50M to $100M,315990 Apparel Accessories and Other Apparel Manufacturing
Varda Space Industries,http://www.varda.com,"O'Neill, Brian",Manufacturing,Torrance,CA,$10M to $20M,336419 Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
VCI Event Technology,http://www.vcievents.com,"Dambrosio, Thomas",Retail,Anaheim,CA,$5M to $10M,532289 All Other Consumer Goods Rental
Vectis Automation,https://vectisautomation.com/,"Corbett, Danielle",Manufacturing,Fort Collins,CO,$5M to $10M,333992 Welding and Soldering Equipment Manufacturing
Veg Fresh Farms,http://www.vegfresh.com,"Zapalac, Ross",Retail,Corona,CA,$50M to $100M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
"Vektek, Inc.",http://www.vektek.com,"Dynek, Christopher",Manufacturing,Emporia,KS,$20M to $30M,333996 Fluid Power Pump and Motor Manufacturing
Velvet by Graham & Spencer,http://velvet-tees.com/,"O'Neill, Brian","Apparel, Footwear & Accessories",Culver city,CA,$20M to $30M,722410 Drinking Places (Alcoholic Beverages)
Ver Sales,http://www.versales.com,"O'Neill, Brian",Retail,Burbank,CA,$10M to $20M,332618 Other Fabricated Wire Product Manufacturing
"Verasonics, Inc.",http://www.verasonics.com,"Dambrosio, Thomas",Health & Beauty,Kirkland,WA,$5M to $10M,"541715 Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
VersaTables,http://www.versatables.com,"Dynek, Christopher",Retail,Los Angeles,CA,$30M to $50M,449110 Furniture Retailers
Vertex Packaging Supplies,http://www.vpsupplies.com,"Corbett, Danielle",Retail,Santa Fe Springs,CA,$5M to $10M,424130 Industrial and Personal Service Paper Merchant Wholesalers
Vescent Photonics Inc.,http://www.vescent.com,"Corbett, Danielle",Manufacturing,Golden,CO,$10M to $20M,334419 Other Electronic Component Manufacturing
Vesture Group,http://www.VestureGroupInc.com,"Dambrosio, Thomas","Apparel, Footwear & Accessories",Burbank,CA,$5M to $10M,315250 Cut and Sew Apparel Manufacturing (except Contractors)
Vetio Animal Health,http://www.vetio.com,"O'Neill, Brian",Manufacturing,St. Louis,MO,$5M to $10M,325412 Pharmaceutical Preparation Manufacturing
Viaflex,http://www.viaflex.com,"Dynek, Christopher",Manufacturing,Sioux Falls,SD,$100M to $150M,326140 Polystyrene Foam Product Manufacturing
Victoria Skimboards Inc,http://www.victoriaskimboards.com,"Traywick, Reginald",Manufacturing,Laguna Beach,CA,$5M to $10M,339920 Sporting and Athletic Goods Manufacturing
"Video Only, Inc.",http://www.videoonly.com,"Uritis, Peter",Retail,Mountain View,CA,$10M to $20M,532282 Video Tape and Disc Rental
Vienna Beef,http://www.viennabeef.com,"Zapalac, Ross",Food & Beverage,Chicago,IL,$100M to $150M,722330 Mobile Food Services
"Vig Solar Electric & HVAC, LLC",https://vigsolarsolutions.com/,"Traywick, Reginald",Manufacturing,,,$5M to $10M,
"Viking Ski Shop, Inc.",http://www.vikingskishop.com,"Corbett, Danielle",Retail,Chicago,IL,$5M to $10M,459110 Sporting Goods Retailers
Villa Lighting Supply Co. Inc.,http://www.villalighting.com,"Zapalac, Ross",Manufacturing,Saint Louis,MO,$150M to $200M,"423610 Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
Vita-Pakt Citrus Products Co.,http://vita-pakt.com/,"Dynek, Christopher",Retail,Covina,CA,$20M to $30M,"311411 Frozen Fruit, Juice, and Vegetable Manufacturing"
Vitalus Nutrition,http://www.vitalus.com,"Uritis, Peter",Food & Beverage,Abbotsford,BC,$10M to $20M,"311514 Dry, Condensed, and Evaporated Dairy Product Manufacturing"
VitaminLab,https://getvitaminlab.com/,"Corbett, Danielle",Health & Beauty,Victoria,BC,$10M to $20M,456191 Food (Health) Supplement Retailers
"Voidform Products, Inc.",http://www.voidform.com,"Dynek, Christopher",Manufacturing,Englewood,CO,$30M to $50M,238110 Poured Concrete Foundation and Structure Contractors
Vollmer's Bakery,http://www.vollmersbakery.com,"Dambrosio, Thomas",Retail,Denver,CO,$5M to $10M,311811 Retail Bakeries
Volquartsen Custom Ltd.,http://www.volquartsen.com,"Zapalac, Ross",Retail,Carroll,IA,$5M to $10M,"332994 Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
Voodoo Doughnut,http://www.voodoodoughnut.com,"Zapalac, Ross",Retail,Portland,OR,$50M to $100M,445291 Baked Goods Retailers
"Vostermans Ventilation, Inc.",http://www.vostermansusa.com,"Dynek, Christopher",Manufacturing,Bloomington,IL,$100M to $150M,333413 Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
W. M. Keck Observatory,https://www.keckobservatory.org/,"Dambrosio, Thomas",Manufacturing,Kamuela,HI,$5M to $10M,333314 Optical Instrument and Lens Manufacturing
Waite Specialty Machine Inc,http://www.waitespecialty.com,"Traywick, Reginald",Manufacturing,Longview,WA,$10M to $20M,332710 Machine Shops
Walberg Family Pharmacies,http://www.walbergfamilypharmacies.com,"Uritis, Peter",Retail,Greenville,MO,$10M to $20M,456110 Pharmacies and Drug Retailers
Walker Process Equip Div of McNish Corp,http://www.walker-process.com,"Uritis, Peter",Manufacturing,Aurora,IL,$10M to $20M,423830 Industrial Machinery and Equipment Merchant Wholesalers
Warmerdam Packing,http://www.warmerdampacking.com,"Zapalac, Ross",Manufacturing,Hanford,CA,$10M to $20M,488991 Packing and Crating
"Wasco Hardfacing Company, Inc.",http://www.wascohardfacing.com,"Corbett, Danielle",Manufacturing,Fresno,CA,$5M to $10M,333111 Farm Machinery and Equipment Manufacturing
